cusine,name,voteCount,rating,address,cusine,cost,timing
"Chinese, North Indian",TIAN,Cuisines:,-,"City Centre 2, Rajarhat, Sector 5, Salt Lake, Kolkata","Chinese, North Indian",₹450,12noon – 10pm (Mon-Sun)
"Chinese, North Indian",Chef Mao,Cuisines:,-,"Jamna Prasad Jaiswal Mansion, Atghora, New Town, Rajarhat, Chinar Park, Kolkata","Chinese, North Indian",₹400,12:30pm – 10:30pm (Mon-Sun)
South Indian,High Tea,Cuisines:,-,"Opposite Swagat Garden, Desh Bandhu Nagar, Prasad Roy City Market, Rajarhat, Chinar Park, Kolkata",South Indian,₹200,11am – 1am (Mon-Sun)
South Indian,Mayeer Rannaghar,Cuisines:,-,Delivery Only,South Indian,₹300,10am – 12midnight (Mon-Sun)
North Indian,Aahar,Cuisines:,-,"138, Aghor Sarani, Hatibagan, Kolkata",North Indian,₹350,11am – 11pm (Mon-Sun)
North Indian,Shree Balaji Restaurant,Cuisines:,-,"10 R B C Road, Near Old Thana, Rishra, Kolkata",North Indian,₹500,11am – 11pm (Mon-Sun)
Fast Food,The Special Thali Blust,Cuisines:,-,Delivery Only,Fast Food,₹200,11am – 11pm (Mon-Sun)
Fast Food,Maa Manasa Restaurant,Cuisines:,-,"P-94, Pragati Pally, Lake Town, Kolkata",Fast Food,₹150,4pm – 11:30pm (Mon-Sun)
"North Indian, Fast Food",Melting Spot,Cuisines:,-,"CD-279/2, Narayantala, Near By Sabitri Apartment Baguihati, Kolkata","North Indian, Fast Food",₹200,1pm – 11pm (Mon-Sun)
"North Indian, Fast Food",Bangaliaana,Cuisines:,-,"290/3, Ashoke Road, Garia, Kolkata","North Indian, Fast Food",₹300,11am – 11pm (Mon-Sun)
"Chinese, North Indian, Bengali, Seafood",Dabba Wallas,Cuisines:,-,"39, Jibon Mohini Ghosh Park, Tollygunge, Kolkata","Chinese, North Indian, Bengali, Seafood",₹300,11am – 10pm (Mon-Sun)
"Chinese, North Indian, Bengali, Seafood",Fast Food,Cuisines:,-,"23/A, Near 4 Rali Gate, Rai Land Road, Hooghly, Rishra, Kolkata","Chinese, North Indian, Bengali, Seafood",₹200,5pm – 11pm (Mon-Sun)
"North Indian, Chinese, Rolls, Mughlai",Jive Jal,Cuisines:,-,"8, Nilmoni Shome Street, Bhadrakali, Hooghly, Uttarpara, Kolkata","North Indian, Chinese, Rolls, Mughlai",₹400,11am – 11pm (Mon-Sun)
"North Indian, Chinese, Rolls, Mughlai",Machghor,Cuisines:,-,"C/67, Baghajatin Station Road, Baghajatin, Kolkata","North Indian, Chinese, Rolls, Mughlai",₹200,1pm – 10pm (Mon-Sun)
"Bengali, Chinese, North Indian, Biryani",Shivam Hotel,Cuisines:,-,"63, Surya Sen Road, Alambazar, Ashokgarh, Baranagar, Kolkata","Bengali, Chinese, North Indian, Biryani",₹300,11am – 11pm (Mon-Sun)
"Bengali, Chinese, North Indian, Biryani",New Bela Arslan Biryani House,Cuisines:,-,"RGM 273, Thakdari Main Road, Tarulia, Krishnapur, Kestopur, New Town, Kolkata","Bengali, Chinese, North Indian, Biryani",₹250,12:30pm – 1am (Mon-Sun)
"Chinese, North Indian",Colaveri Di,Cuisines:,-,"Bogdobapanapukur, Panapukuria, Rajarhat, New Town, Kolkata","Chinese, North Indian",₹300,11am – 12midnight (Mon-Sun)
"Chinese, North Indian",Som Food Plazza,Cuisines:,-,"Pioneer Park, Near Barasat Railway Station, Barasat, Kolkata","Chinese, North Indian",₹200,11am – 10pm (Mon-Sun)
"Chinese, Beverages",Maa Tara Hotel And Biryani,Cuisines:,,"R.C, Raghunathpur, Teghoria, Baguihati, Kolkata","Chinese, Beverages",₹250,
"Chinese, Beverages",My Momo,Cuisines:,,"506, 5th Floor, 10 KC Laha Ghat Lane, Rishra, Kolkata","Chinese, Beverages",₹200,
"North Indian, Bengali, Biryani",Arista,Cuisines:,,"1/37, Netal Nagar, Mukundapur, Ajoy Nagar, Kolkata","North Indian, Bengali, Biryani",₹200,
"North Indian, Bengali, Biryani",The Chinese Experiment,Cuisines:,,"NP 214, Nayapatti Main Road, AP Block, Sector 5, Salt Lake, Kolkata","North Indian, Bengali, Biryani",₹150,
"Chinese, Bengali",Let's Eat,Cuisines:,-,"83/6, Naskar Para Road, Haridevpur, Tollygunge, Kolkata","Chinese, Bengali",₹300,11am – 11pm (Mon-Sun)
"Chinese, Bengali",Food is Good,Cuisines:,-,"Gate 7, Near IISER, Kalyani, Kolkata","Chinese, Bengali",₹400,12noon – 11pm (Mon-Sun)
"North Indian, Chinese, South Indian",Tiffinbox,Cuisines:,-,"Rahara, Saradapally, Khardah, Kolkata","North Indian, Chinese, South Indian",₹350,12noon – 10pm (Mon-Sun)
"North Indian, Chinese, South Indian",The Kitchen,Cuisines:,-,"B-17/11, S 2 Market, Beside Canara Bank Atm, Nadia, Kalyani, Kolkata","North Indian, Chinese, South Indian",₹150,11am – 11pm (Mon-Sun)
"North Indian, Continental, Bengali, South Indian, Chinese",Shankar Store,Cuisines:,-,"Near Viyavadi, Sukchar Raja Road, Subodh Street, Sodepur, Kolkata","North Indian, Continental, Bengali, South Indian, Chinese",₹100,5am – 11:30pm (Mon-Sun)
"North Indian, Continental, Bengali, South Indian, Chinese",Call4Food,Cuisines:,-,"4, Mahish Bathan, Sector 5, Salt Lake, Kolkata","North Indian, Continental, Bengali, South Indian, Chinese",₹300,11am – 9pm (Mon-Sun)
Chinese,Annapurna Ice Cream Store,Cuisines:,-,"493/B/1, GT Road, Bally, Howrah",Chinese,₹100,10am – 10pm (Mon-Sun)
Chinese,Kitchen Kadai,19 votes,3.2,"Jessore Road, Madhyamgram Municipality, Barasat, Kolkata",Chinese,₹400,11am – 11pm (Mon-Sun)
"Chinese, North Indian",New Barnali Kitchen,26 votes,3.4,"13, Jubilee Park, Bhramapur, Naktala, Kolkata","Chinese, North Indian",₹400,9am – 11:30pm (Mon-Sun)
"Chinese, North Indian",Khana Peena,12 votes,2.9,"NBCC Shopping Centre, New Town, Kolkata","Chinese, North Indian",₹300,12noon – 12midnight (Mon-Sun)
"North Indian, Chinese",Punjabi Rasoi,4 votes,3.1,"Action Area 2, Chak Pachuria Opposite TCS Gitanjali Park, New Town, Kolkata","North Indian, Chinese",₹350,11am – 11pm (Mon-Sun)
"North Indian, Chinese",Pappu Biryani,Cuisines:,NEW,Delivery Only,"North Indian, Chinese",₹250,8am – 4am (Mon-Sun)
"North Indian, Chinese",Chillies The Family Restaurant,18 votes,3.3,"Wireless More, North 24 Parganas, Barrackpore, Kolkata","North Indian, Chinese",₹600,12noon – 11pm (Mon-Sun)
"North Indian, Chinese",Basanti Sweets,72 votes,3.7,"38/1, Dum Dum Road, Nagerbazar, Kolkata","North Indian, Chinese",₹100,6am – 10am (Mon-Sun)
"South Indian, Chinese, Rolls",Kolkata Kanteen,244 votes,3.6,"G1, Asha Green 1, Near ICICI Bank, Kestopur, Kolkata","South Indian, Chinese, Rolls",₹400,12noon – 3am (Mon-Sun)
"South Indian, Chinese, Rolls",Royal Bengal Dhaba,11 votes,2.9,"BT Road, Near Allahabad Bank, Khardah, Kolkata","South Indian, Chinese, Rolls",₹600,12noon – 11:30pm (Mon-Sun)
Biryani,Tulika's Food Corner,61 votes,3.6,"Kaikhali Dashodrone, Near Manimala Park, Kaikhali, Kolkata",Biryani,₹300,"Closed (Mon),10:30am – 4pm, 7pm – 12midnight..."
Biryani,Kutum Bari,4 votes,3.0,"2/235, Kapasdanga, GT Road, Chinsura, Kolkata",Biryani,₹300,12noon – 11pm (Mon-Sun)
Chinese,Theism Eats,10 votes,3.0,"Shop A13, Plot 40, Dumdum Cossipore Road, Dum Dum, Kolkata",Chinese,₹200,11am – 10:30pm (Mon-Sun)
Chinese,Chinese Plaza Momo Center,8 votes,3.3,"Bidhannagar, Rajarhat, Baguihati, Kolkata",Chinese,₹250,10am – 10:30pm (Mon-Sun)
"Chinese, North Indian, Bengali",Rock Onn,38 votes,3.5,"Shop 218 - 219, Plot 3E/5, 2nd Floor, DLF Heights Plaza, Near Shapoorji Pallonji, North 24 Parganas, New Town, Kolkata","Chinese, North Indian, Bengali",₹450,11am – 11:30pm (Mon-Sun)
"Chinese, North Indian, Bengali",Komolini Chinese Restaurant,4 votes,3.0,"Narayanpur Monikhola, Rajathat, Goplapur, Baguihati, Kolkata","Chinese, North Indian, Bengali",₹400,12noon – 12midnight (Mon-Sun)
"North Indian, Seafood, Chinese",Rahul Food Plaza,8 votes,3.2,"11, BT Road, Sur Tower, Belghoria, Kolkata","North Indian, Seafood, Chinese",₹200,"11am – 12midnight (Mon, Fri), 12noon – 11pm..."
"North Indian, Seafood, Chinese",Khanawala,14 votes,3.3,"3357, Vidya Sagar Sarani, Behala, Kolkata","North Indian, Seafood, Chinese",₹300,11am – 11pm (Mon-Sun)
Fast Food,Little Cafe,75 votes,3.7,"Near Garia Andrews College, 146, Kanungo Park, Garia, Kolkata",Fast Food,₹200,8:30am – 10pm (Mon-Sun)
Fast Food,JD Foodies,18 votes,3.3,"Off 17 Rail Gate, Near Ration Shop, Kalia Nibas, Barrackpore, Kolkata",Fast Food,₹500,10am – 10:30pm (Mon-Sun)
"Rolls, Chinese, North Indian",Tofa Khana,51 votes,3.4,"A, 11/267, Nadia, Near Market, Kalyani, Kolkata","Rolls, Chinese, North Indian",₹350,12noon – 11pm (Mon-Sun)
"Rolls, Chinese, North Indian",Ahar E Bahar,13 votes,3.2,"1780, Mahatma Gandhi Road, Haridevpur, Paschim Putiary, Tollygunge, Kolkata","Rolls, Chinese, North Indian",₹300,7:30am – 12midnight (Mon-Sun)
"Chinese, Biryani",Cafe Frespresso,27 votes,3.3,"Iti Mor, Ghoshpara, Kalyani, Kolkata","Chinese, Biryani",₹200,11am – 11pm (Mon-Sun)
"Chinese, Biryani",Awesome Foods,92 votes,3.2,"C-6/2, Chirantani Park, Bansdroni, Tollygunge, Kolkata","Chinese, Biryani",₹400,12:30pm – 11pm (Mon-Sun)
"Momos, Tibetan",AD Chutney Fast Food Center,30 votes,2.5,"Vill - Ranabhutia, PO - Panchpota, Sonarpur, South Twenty Four Parganas, Garia, Kolkata","Momos, Tibetan",₹300,10am – 10pm (Mon-Sun)
"Momos, Tibetan",Ek Drink,87 votes,3.5,"Podium Floor, Globsyn Crystal 1, Sector 5, Salt Lake, Kolkata","Momos, Tibetan","₹1,200",11am – 11:30pm (Mon-Sun)
"Chinese, North Indian",Wake & Bake,29 votes,3.5,"45, Naktala Road, Naktala, Kolkata","Chinese, North Indian",₹500,"Closed (Mon),12noon – 9pm (Tue-Sun)"
"Chinese, North Indian",Flavours,18 votes,3.2,"3/B, M.M. Feeder Road, Ariadaha, Rathtala, Belghoria, Kolkata","Chinese, North Indian",₹250,"1pm – 3pm, 5pm – 10pm (Mon, Tue, Wed, Fri, Sat..."
"Chinese, Asian, North Indian, Continental",Mumbo Jumbo,210 votes,3.6,"145, Opposite Agryadut Club, Harishabha Math, Bansdroni, Naktala, Kolkata","Chinese, Asian, North Indian, Continental",₹700,"11:20am – 11:10pm (Mon, Tue, Wed, Fri, Sat, Sun)..."
"Chinese, Asian, North Indian, Continental",Cafe Liliput,12 votes,3.1,"11, Dharmatala Road, Bally, Belur, Howrah","Chinese, Asian, North Indian, Continental",₹350,11am – 10:30pm (Mon-Sun)
"Chinese, North Indian, Seafood",Cafe Spilled Beans,289 votes,3.7,"2, Near Kavi Nazrul Metro, Garia Station Road, Garia, Kolkata","Chinese, North Indian, Seafood",₹600,"4pm – 10pm (Mon),12noon – 10pm (Tue-Sun)"
"Chinese, North Indian, Seafood",Ayush Fast Food,116 votes,3.0,"1C, Roypara Road, Sinthi, Kolkata","Chinese, North Indian, Seafood",₹400,11am – 11:30pm (Mon-Sun)
"North Indian, Chinese, Seafood",Waffle Square Express,25 votes,2.6,"NP 232, Nayapatti, Sector 5, Salt Lake","North Indian, Chinese, Seafood",₹300,8:30am – 11pm (Mon-Sun)
"North Indian, Chinese, Seafood",Manpasand Sweets & Snacks,87 votes,3.1,"2, Tilaknagar, Ranikuthi, Tollygunge, Kolkata","North Indian, Chinese, Seafood",₹250,11am – 10pm (Mon-Sun)
"Continental, Chinese, Fast Food",Hookup Cafe,16 votes,2.8,"Baruipur - Champahati Road, 73/A/B, Kulpi Road, Baruipur, Narendrapur, Kolkata","Continental, Chinese, Fast Food",₹500,12noon – 11pm (Mon-Sun)
"Continental, Chinese, Fast Food",3 Idiots Fried Chicken,21 votes,3.3,"83, Tarunsen Gupta Sarani Road, Dum Dum, Kolkata","Continental, Chinese, Fast Food",₹250,5pm – 10:30pm (Mon-Sun)
"Chinese, North Indian",Rolls Rice,28 votes,3.2,"Shop 1, RGH 3-1324, Raghunathpur, Baguhati, Kolkata","Chinese, North Indian",₹300,12noon – 11pm (Mon-Sun)
"Chinese, North Indian",Aahar,22 votes,3.4,"381, G.B Mondal Road, Kanthadhar Ichapore, Barrackpore, Kolkata","Chinese, North Indian",₹250,12noon – 10pm (Mon-Sun)
"North Indian, Chinese, Mughlai, Continental",Rockeat Restaurant,339 votes,3.7,"Near Gate 4, Basunagar, Madhyamgram, Barasat, Kolkata","North Indian, Chinese, Mughlai, Continental",₹700,11am – 11pm (Mon-Sun)
"North Indian, Chinese, Mughlai, Continental",Natraj Hotel & Restaurant,19 votes,3.4,"26/H/51, Dum Dum Road, Dum Dum, Kolkata","North Indian, Chinese, Mughlai, Continental",₹350,1pm – 12midnight (Mon-Sun)
"Biryani, Bengali",Madira,119 votes,3.6,"Plot 2G/1, 2nd Floor, Centrus Mall, Action Area 2, New Town, Kolkata","Biryani, Bengali","₹1,000",12noon – 11pm (Mon-Sun)
"Biryani, Bengali",Snacks Centre,18 votes,3.6,"89/2/E, NK Banerjee Road Rishra, Kolkata","Biryani, Bengali",₹200,5pm – 10pm (Mon-Sun)
"Mithai, South Indian, Street Food",Drew's,36 votes,3.4,"336, Indira Gandhi Road, Rammohan Place, Konnagar, Kolkata","Mithai, South Indian, Street Food",₹250,11am – 10pm (Mon-Sun)
"Mithai, South Indian, Street Food",18 Carrot,19 votes,3.3,"5/11, 1st Floor, Netaji Nagar, Tollygunge, Kolkata","Mithai, South Indian, Street Food",₹300,12noon – 11pm (Mon-Sun)
"Mishti, Street Food",Kichukhan,16 votes,3.1,"14 J, Near 11A Bus Stand, Dum Dum, Kolkata","Mishti, Street Food",₹300,8am – 11pm (Mon-Sun)
"Mishti, Street Food",Mast Kalandar Dhaba,17 votes,3.3,"Jessore Road, Lake Town, Kolkata","Mishti, Street Food",₹500,"12midnight – 2am, 12noon – 12midnight (Mon-Sun)"
Bengali,Rolla Costa,38 votes,3.6,"B9, Block B, Ghoshpara Station Road, Kalyani, Kolkata",Bengali,₹250,12noon – 10pm (Mon-Sun)
Bengali,Charkol,41 votes,3.5,"30, NK Banerjee Street, Rishra, Kolkata",Bengali,₹500,"Closed (Mon),11am – 2pm, 4:30pm – 11pm (Tue-Sun)"
"North Indian, Continental, Finger Food",Veg Amrit,6 votes,3.0,"2/11, Jessore Road, Motilal Colony, Rajbari, Near Airport 2 Gate, Dum Dum, Kolkata","North Indian, Continental, Finger Food",₹250,10am – 10pm (Mon-Sun)
"North Indian, Continental, Finger Food",BFC,45 votes,3.1,"62/170, Khardah Station Road, Khardah, Kolkata","North Indian, Continental, Finger Food",₹650,11:30am – 11:30pm (Mon-Sun)
Bengali,Urmila Sweets,5 votes,3.2,"1, New G.T Road, Opposite SBI, Serampore, Kolkata",Bengali,₹150,6:30am – 10:30pm (Mon-Sun)
Bengali,Nirmal Food Court,30 votes,3.5,Delivery Only,Bengali,₹300,7:30am – 10:50pm (Mon-Sun)
"South Indian, Beverages",The Scoop,426 votes,3.4,"CF 121, Near Swimming Pool, Sector 1, Salt Lake","South Indian, Beverages",₹500,10:30am – 11pm (Mon-Sun)
"South Indian, Beverages",Nirmala Snacks,88 votes,2.9,"300, Bangur Avenue, Block B, Bangur, Kolkata","South Indian, Beverages",₹300,12noon – 11pm (Mon-Sun)
"Continental, Asian, Beverages",The Flavours,138 votes,2.5,"7/1, Northen Avenue, Dum Dum, Kolkata","Continental, Asian, Beverages",₹300,"11am – 3pm, 4:30pm – 10:30pm (Mon-Sun)"
"Continental, Asian, Beverages",Paparazzi,Cuisines:,,"Podium Floor, Globsyn Crystal, EP & GP Block, Sector 5, Salt Lake, Kolkata","Continental, Asian, Beverages","₹1,100",
"Fast Food, Street Food",Monalisha Restaurant,84 votes,3.4,"209, B.T. Road, Baranagar, Kolkata","Fast Food, Street Food",₹400,"11am – 2pm, 4pm – 10pm (Mon-Sun)"
"Fast Food, Street Food",Gangaur,162 votes,3.5,"RAA 36, Raghunathpur, Baguihati, Kolkata","Fast Food, Street Food",₹600,"11am – 10:30pm (Mon-Sat),8am – 10:30pm (Sun)"
"Chinese, North Indian, Seafood, South Indian",Silver Spoon Club,106 votes,2.8,"10A, B.T Road, Near Prafulla Cinema, Khardah, Kolkata","Chinese, North Indian, Seafood, South Indian",₹700,12noon – 10:30pm (Mon-Sun)
"Chinese, North Indian, Seafood, South Indian",Zest Restora,100 votes,3.4,"206, Bus Stand, AJ Block, Sector 2, Salt Lake","Chinese, North Indian, Seafood, South Indian",₹650,11am – 10pm (Mon-Sun)
"Chinese, Rolls, Momos",California Bar Cum Restaurant,19 votes,2.7,"DD 301, Narayantala East, Near Krishnapur College More, Baguihati, Kolkata","Chinese, Rolls, Momos",₹500,11am – 11:30pm (Mon-Sun)
"Chinese, Rolls, Momos",MAB,118 votes,3.8,"Unit 205, DLF Galleria, 2nd Floor, New Town, Kolkata","Chinese, Rolls, Momos",₹800,12noon – 11pm (Mon-Sun)
"Biryani, North Indian, Kebab, Chinese",Chai Coffee,4 votes,3.0,"217A, Sie Ramesh Mitra Road, Bus Stand, Rajarhat, New Town, Kolkata","Biryani, North Indian, Kebab, Chinese",₹350,11am – 11pm (Mon-Sun)
"Biryani, North Indian, Kebab, Chinese",Haji Biriyani House,Cuisines:,,"10, Nligunge Road, Near India Potari Bazar, Belghoria, Kolkata","Biryani, North Indian, Kebab, Chinese",₹200,
"Chinese, Biryani, Mughlai, Rolls",Pappu Biryani House,Cuisines:,NEW,"Mukund Das Colony, Thakur Pukur, Kolkata","Chinese, Biryani, Mughlai, Rolls",₹300,11am – 11pm (Mon-Sun)
"Chinese, Biryani, Mughlai, Rolls",Old Relish,Cuisines:,NEW,"Village Chhapna, Patharghata, Parganas Near Shapoorji Complex, New Town, Kolkata","Chinese, Biryani, Mughlai, Rolls",₹300,11am – 11pm (Mon-Sun)
"Biryani, North Indian",Corporate Kitchen,Cuisines:,3.9,"Unitech Gate 2, New Town, Kolkata","Biryani, North Indian",₹400,11am – 11pm (Mon-Sun)
"Biryani, North Indian",Kesari Kitchen,28 votes,3.4,"1, Narendra Nagar, B.T Road, Belghoria, Kolkata","Biryani, North Indian",₹400,12noon – 11pm (Mon-Sun)
North Indian,Shake The Scoop,Cuisines:,-,"AE 785, Near AE Market, Quality Bus Stop, Sector 1, Salt Lake, Kolkata",North Indian,₹250,11am – 11pm (Mon-Sun)
North Indian,Chatney Chang,Cuisines:,-,"laskarhati Bazar, New Town, Kolkata",North Indian,₹150,6am – 9pm (Mon-Sun)
"Mithai, Street Food",Rosonai Bangalee,Cuisines:,-,"GN-31, Ground Floor, Benfish Building, North 24 Parganas, Sector 5, Salt Lake, Kolkata","Mithai, Street Food",₹500,12noon – 11pm (Mon-Sun)
"Mithai, Street Food",Nostalgia,Cuisines:,-,"9/11, Atghara Phooltala Rajarhat, Dash Drone Rajarhat, Main Road, New Town, Kolkata","Mithai, Street Food",₹200,11am – 11pm (Mon-Sun)
"Bengali, North Indian",Kalimata Sweet & Snacks,5 votes,3.0,"6/3, C.S.Mukherjee Street, Konnagar, Kolkata","Bengali, North Indian",₹100,7am – 11pm (Mon-Sun)
"Bengali, North Indian",CFC Corner,7 votes,3.0,"Laskarati Bazar, Dlf 2, Rajarhat, North Twenty Four Parganas, New Town, Kolkata","Bengali, North Indian",₹250,12noon – 12midnight (Mon-Sun)
"South Indian, North Indian, Fast Food",Royally Multi Cuisine Restaurant,Cuisines:,NEW,"R1/1, Baishnabghata, Patuli Township, Garia, Kolkata","South Indian, North Indian, Fast Food",₹450,11am – 11pm (Mon-Sun)
"South Indian, North Indian, Fast Food",M & B Fast Food Centre,Cuisines:,NEW,"Shop 1, MB 72 Mahisbathan, Sector 5, Salt Lake, Kolkata","South Indian, North Indian, Fast Food",₹400,11am – 2am (Mon-Sun)
Bengali,Amantran Restaurant,Cuisines:,,"82, Raja Pyarimohan Road, Uttarpara, Kolkata",Bengali,₹350,
Bengali,Bowl O' Benjan,Cuisines:,,Delivery Only,Bengali,₹350,
"Bakery, Desserts",Tarakeswar Hotel,Cuisines:,NEW,"Station Road, Katgola, Barasat, Kolkata","Bakery, Desserts",₹200,10am – 10pm (Mon-Sun)
"Bakery, Desserts",Shake It,Cuisines:,-,"29, Tentulberia Road, Garia, Kolkata","Bakery, Desserts",₹250,1pm – 11pm (Mon-Sun)
Chinese,Bong Foodiez,Cuisines:,NEW,"Garia Garagacha, Ward 1, Rajpur Sonarpur Municipality, Sonarpur, Kolkata",Chinese,₹200,11am – 5pm (Mon-Sun)
Chinese,Arpita's Kitchen,Cuisines:,-,"14/434, Sujanbagan, Chinsurah-Hooghly, Chinsura, Kolkata",Chinese,₹250,1pm – 10pm (Mon-Sun)
"Chinese, Bengali",Biryani Lover,Cuisines:,-,"1B, Jayangra, Chowmatha Rajarhat Road, Baguihati, Kolkata","Chinese, Bengali",₹300,12noon – 2am (Mon-Sun)
"Chinese, Bengali",Chaina Gate,Cuisines:,-,"Action Area 2, Chak Pachuria Opposite TCS, Gitanjali Park, New Town, Kolkata","Chinese, Bengali",₹400,11am – 11pm (Mon-Sun)
"Bengali, Fast Food, Street Food",Jashn Fast Food Centre,4 votes,3.1,"Jatragachi Flyover, New Town, Kolkata","Bengali, Fast Food, Street Food",₹500,6pm – 10:30pm (Mon-Sun)
"Bengali, Fast Food, Street Food",Snacks 24X7,Cuisines:,-,"Chakpachuriya, New Town, Kolkata","Bengali, Fast Food, Street Food",₹400,7am – 4am (Mon-Sun)
"Chinese, Seafood",Gorkhali,Cuisines:,-,"Shop C9, Unitech Gate 1, New Town, Kolkata","Chinese, Seafood",₹400,12noon – 1am (Mon-Sun)
"Chinese, Seafood",Arya Tea Stall,Cuisines:,-,"Shop A-3, Opposite Unitech Gate 1, New Town, Kolkata","Chinese, Seafood",₹500,9am – 12:30am (Mon-Sun)
Fast Food,The Kathi Corner,68 votes,3.6,"Shop S 70, BB Community Market 1st Floor, Action Area 1, New Town, Kolkata",Fast Food,₹150,12:30pm – 11:30pm (Mon-Sun)
Fast Food,Agarwal Chaat Centre,Cuisines:,NEW,"Shop C4, NKDA Market, New Town, Kolkata",Fast Food,₹150,11am – 11pm (Mon-Sun)
"Fast Food, Bengali, Chinese, Rolls",Nandy's Fast Food,Cuisines:,-,"Fatakgora, Rashbehari Avenue, Hooghly, Chinsura, Kolkata","Fast Food, Bengali, Chinese, Rolls",₹100,11am – 11pm (Mon-Sun)
"Fast Food, Bengali, Chinese, Rolls",Radhe Radhe Food Centre,Cuisines:,-,"Jyangra, Bottala, Rajarhat Hatiara Road, Baguihati, Kolkata","Fast Food, Bengali, Chinese, Rolls",₹300,3pm – 11pm (Mon-Sun)
"Finger Food, Chinese",Family Biryani,Cuisines:,NEW,Delivery Only,"Finger Food, Chinese",₹400,11am – 11pm (Mon-Sun)
"Finger Food, Chinese",Chicken E Punjab,4 votes,3.1,"29, Sarat Bose Road, Dum Dum, Kolkata","Finger Food, Chinese",₹300,7am – 4am (Mon-Sun)
North Indian,Juices & Food Corner,Cuisines:,NEW,Delivery Only,North Indian,₹300,10am – 10pm (Mon-Sun)
North Indian,Gupta Biriyani Corner,Cuisines:,-,"Shop 1, Indira Nagar, Sodepur, Kolkata",North Indian,₹250,11:30am – 11:30pm (Mon-Sun)
"Mughlai, North Indian",Hazi Taz Biryani Centre,Cuisines:,-,"R N Avenue, North Twenty Four Parganas, Sodepur, Kolkata","Mughlai, North Indian",₹200,11am – 12midnight (Mon-Sun)
"Mughlai, North Indian",Dry Chilli Breakfast Point,Cuisines:,-,"25 A, Lotus Park, Jorabagan Road, Jadavpur, Kolkata","Mughlai, North Indian",₹300,7am – 12midnight (Mon-Sun)
Chinese,Yummy Dawat Restaurant,Cuisines:,-,"Village Gobindopur, Sonarpur, Kolkata",Chinese,₹500,12noon – 11pm (Mon-Sun)
Chinese,Dada Haji Biryani,Cuisines:,-,"263, Sonarpur Station Road, Saheb Para Sodepur, Kolkata",Chinese,₹200,11am – 11pm (Mon-Sun)
"Chinese, North Indian",Agrawal Cloud Kitchen,Cuisines:,-,"Shankar Abasan Extension, Helabattala, Baguihati, Kolkata","Chinese, North Indian",₹150,"10am – 3pm, 11am – 10pm (Mon-Sun)"
"Chinese, North Indian",Maya Food Point,Cuisines:,-,"Prafulla Naskar, Tegharia, R K Pally, Near Future Engineering College, Rajpur Sonarpur, Garia, Kolkata","Chinese, North Indian",₹150,8am – 8pm (Mon-Sun)
"Fast Food, Desserts, Ice Cream",Moni's Food Centre,Cuisines:,-,"Chandannagar, Hooghly, Chandannagar, Kolkata","Fast Food, Desserts, Ice Cream",₹150,11am – 9pm (Mon-Sun)
"Fast Food, Desserts, Ice Cream",Hot Wings,Cuisines:,NEW,Delivery Only,"Fast Food, Desserts, Ice Cream",₹200,12noon – 9:30pm (Mon-Sun)
"North Indian, Mughlai",Bengal Biryani,Cuisines:,-,"Near Jagadhatri Garage, Chandannagar, Kolkata","North Indian, Mughlai",₹300,11am – 11pm (Mon-Sun)
"North Indian, Mughlai",Food Corner,Cuisines:,-,"54, Near Bus Stand, Bally, Howrah","North Indian, Mughlai",₹150,11am – 11pm (Mon-Sun)
North Indian,Mamaji Cakes & Pastry,Cuisines:,-,"2 Kapasdanga, Shibtala, Chinsura, Kolkata",North Indian,₹200,11am – 11pm (Mon-Sun)
North Indian,Bappa Mourya Fooding,Cuisines:,-,"Jagadhatri Garage, Laldiger Dhar, Opposite Allahabad Bank, Chandannagar, Kolkata",North Indian,₹300,11am – 11pm (Mon-Sun)
"Tibetan, Chinese, Momos",Bedwinds Spices,Cuisines:,,28 Laldhiger dhar opp Jagadhatri Gaurage..Chandannaga 712136,"Tibetan, Chinese, Momos",₹300,
"Tibetan, Chinese, Momos",Green Chilli,Cuisines:,,"23, Urdi Bazar Street, Chandannagar, Kolkata","Tibetan, Chinese, Momos",₹200,
Mishti,Banerjee Cabin,Cuisines:,,"19/559, Chinsura, Kolkata",Mishti,₹250,
Mishti,Sweet Heart,6 votes,3.1,"1448, G.T.Road West, Chandannagar, Kolkata",Mishti,₹100,11am – 10pm (Mon-Sun)
Beverages,Ghar Ka Swaad,Cuisines:,NEW,"197, Block B, Ground Floor, Krishna Kunj Apartment, Bangur Avenue, Chandannagar, Kolkata",Beverages,₹400,11am – 11pm (Mon-Sun)
Beverages,NH 30,Cuisines:,-,"Bandel Manushpur Basti, Chinsurah-Mogra, Hooghly, Chinsura, Kolkata",Beverages,₹400,11am – 11pm (Mon-Sun)
"North Indian, Chinese",Tasty Corner,8 votes,3.2,"Doltala BT College Road, Doharia, Srijoni Housing, Madhyamgram, Barasat","North Indian, Chinese",₹300,12noon – 10pm (Mon-Sun)
"North Indian, Chinese",Snacks And Dessert,Cuisines:,-,"Banstala, Bandel Station Road, Bandel, Chinsura, Kolkata","North Indian, Chinese",₹100,12noon – 11pm (Mon-Sun)
